id,gender,customer_type,age,type_of_travel,travel_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,class
108245,Male,Loyal Customer,28,Business travel,Business,895,,2,4,4,3,,3,,5,2,4,5,4,3,,0,satisfied
40117,Female,disloyal Customer,22,Business travel,,200,,5,0,5,4,,5,4,2,5,5,1,1,4,,0,satisfied
70764,Female,Loyal Customer,14,Personal Travel,,328,,0,2,4,5,2,5,5,3,2,5,3,5,5,5,7,neutral
59638,Female,Loyal Customer,59,Business travel,,956,2,1,1,1,5,,3,,2,2,2,4,2,1,1,,neutral
82202,Female,Loyal Customer,59,Business travel,Business,2096,,3,3,3,5,,4,,5,5,5,4,5,4,2,,satisfied
45457,Female,Loyal Customer,19,Business travel,,522,,5,5,5,5,,5,5,2,2,5,5,5,5,0,,satisfied
119926,Male,Loyal Customer,24,,Business,1531,,1,1,1,4,4,4,4,5,2,5,5,4,4,0,0,satisfied
56306,Male,Loyal Customer,40,Business travel,,1882,3,3,3,3,5,3,5,4,4,4,4,4,4,3,1,,satisfied
10833,Male,Loyal Customer,22,,Business,2027,,2,2,2,4,4,4,4,5,3,4,4,4,4,7,2,satisfied
99650,Male,Loyal Customer,52,Business travel,Business,3527,4,4,4,4,2,,2,,3,4,4,2,3,2,199,,satisfied
42118,Male,Loyal Customer,65,Business travel,Eco,498,3,2,2,2,2,3,2,2,2,5,1,4,1,2,19,17,neutral
116102,Male,Loyal Customer,61,Personal Travel,,337,2,2,3,3,3,3,3,2,4,3,4,3,3,3,142,151,neutral
18118,Male,Loyal Customer,28,Business travel,Business,528,,5,4,5,5,,5,5,5,3,4,3,5,5,22,3,satisfied
59712,Female,Loyal Customer,56,Business travel,,787,,1,4,4,4,5,4,4,4,4,4,4,4,5,0,,satisfied
55565,Female,Loyal Customer,49,Business travel,,2252,,5,5,5,5,4,4,4,4,5,4,3,4,5,,,satisfied
28332,Female,Loyal Customer,56,Business travel,Eco,867,4,3,5,3,2,3,5,4,4,4,4,3,4,3,0,,satisfied
129288,Female,disloyal Customer,21,,Eco,550,4,4,4,4,3,,3,3,1,3,3,1,3,3,0,,neutral
79057,Male,Loyal Customer,63,Business travel,Eco,356,1,1,1,1,1,1,1,1,4,2,2,2,3,1,66,,neutral
18387,Female,Loyal Customer,19,Personal Travel,Eco,493,,5,3,4,2,,2,2,3,5,5,4,4,2,6,,neutral
113015,Male,Loyal Customer,29,,Eco Plus,1751,2,4,4,4,2,2,2,2,4,4,2,3,4,2,8,10,neutral
88671,Male,Loyal Customer,22,,Eco,271,4,0,4,4,5,4,5,5,3,1,5,5,2,5,17,,dissatisfied
92051,Male,Loyal Customer,44,Business travel,,1589,2,2,2,2,4,4,5,5,5,5,5,4,5,4,,0,satisfied
73045,Male,Loyal Customer,57,,Eco,1096,3,4,3,2,3,3,3,3,2,2,3,4,3,3,0,,neutral
107159,Male,disloyal Customer,9,,,668,,3,2,4,4,2,4,,1,4,3,3,3,4,121,103,neutral
63475,Male,Loyal Customer,56,,,337,,5,2,3,3,2,3,3,5,5,1,3,4,3,0,7,neutral
1830,Female,Loyal Customer,16,Personal Travel,Eco,408,2,1,2,4,2,2,2,2,1,1,3,1,3,2,0,0,neutral
123483,Male,disloyal Customer,29,,Eco,2296,2,2,2,3,3,2,4,3,2,4,4,2,4,3,0,,neutral
80397,Male,Loyal Customer,65,,Eco,368,2,5,2,3,3,,3,3,5,5,5,2,2,3,0,0,neutral
67664,Female,Loyal Customer,24,Business travel,Business,1438,3,2,2,2,3,,3,3,2,2,4,4,3,3,,4,neutral
116740,Female,Loyal Customer,70,,,404,1,3,1,4,3,4,4,2,2,1,2,2,2,2,,40,neutral
1867,Male,Loyal Customer,47,Business travel,,931,,2,2,2,2,4,5,4,4,4,4,3,4,4,0,,satisfied
49460,Male,disloyal Customer,20,,Eco,134,,4,0,1,3,,3,,3,3,2,1,5,3,0,,satisfied
60392,Female,Loyal Customer,78,Business travel,,1845,,4,4,4,3,3,4,,4,4,4,5,4,5,,,satisfied
65576,Female,Loyal Customer,54,Business travel,Business,2094,,2,2,2,2,4,5,,5,5,5,5,5,4,0,,satisfied
32802,Female,disloyal Customer,38,Business travel,Eco,101,4,3,4,4,1,4,1,,1,2,4,3,3,1,,2,neutral
74551,Male,disloyal Customer,44,,,1171,2,2,2,3,1,2,4,,1,5,4,1,4,1,,115,neutral
93395,Female,Loyal Customer,40,Business travel,,2797,5,5,5,5,2,,4,,5,5,5,4,5,4,0,7,satisfied
64182,Female,Loyal Customer,60,Business travel,,1047,1,1,5,1,4,,4,4,4,4,4,5,4,5,0,0,satisfied
110152,Female,Loyal Customer,36,,Business,2465,,1,1,1,2,,1,2,2,2,2,4,2,5,0,0,satisfied
27502,Female,Loyal Customer,72,Business travel,,2170,4,2,1,2,2,3,3,4,4,4,4,1,4,1,46,,neutral
11201,Female,Loyal Customer,23,Personal Travel,Eco,429,,0,3,4,5,3,5,5,5,2,5,4,5,5,34,,neutral
65074,Female,Loyal Customer,7,Personal Travel,Eco,190,,3,0,2,2,,2,2,5,2,4,2,5,2,6,,neutral
64508,Male,Loyal Customer,50,Business travel,,247,,5,5,5,2,5,4,4,4,4,4,5,4,4,0,,satisfied
108202,Female,Loyal Customer,39,,Eco Plus,1105,3,1,3,2,1,3,1,,3,1,2,1,2,1,85,,neutral
100032,Female,disloyal Customer,38,Business travel,Eco,220,,1,3,4,4,3,4,,1,5,3,3,3,4,,,neutral
17687,Male,Loyal Customer,54,Business travel,,503,1,2,2,2,1,1,1,,3,2,4,4,4,1,23,,neutral
115138,Female,Loyal Customer,49,Business travel,Business,1990,5,5,5,5,2,,4,,5,5,5,3,5,5,21,6,satisfied
7066,Female,Loyal Customer,39,Business travel,Business,2156,,4,4,4,3,,4,,4,4,4,5,4,5,4,,satisfied
40666,Female,Loyal Customer,23,,Business,590,2,4,4,4,2,,2,2,3,1,4,3,4,2,22,,neutral
94742,Female,disloyal Customer,23,,,148,,2,2,4,4,2,4,,2,3,3,4,3,4,15,23,neutral
19230,Female,Loyal Customer,35,Personal Travel,,459,3,4,4,4,3,,3,,3,4,5,5,4,3,0,,neutral
68917,Female,Loyal Customer,15,Personal Travel,,936,2,3,2,1,3,2,3,3,4,3,3,3,1,3,,0,dissatisfied
106066,Female,Loyal Customer,51,Business travel,Business,2807,,0,0,5,2,4,4,3,3,2,2,3,3,3,10,3,satisfied
124592,Female,Loyal Customer,39,Business travel,Business,500,2,2,2,2,5,5,4,,4,4,4,3,4,4,,0,satisfied
44905,Male,Loyal Customer,37,Business travel,Business,1118,,2,3,2,3,,2,,4,4,4,1,4,5,0,,satisfied
35119,Male,disloyal Customer,23,Business travel,Eco,944,5,5,5,1,1,,1,,3,4,4,2,5,1,0,0,satisfied
24016,Male,Loyal Customer,44,Business travel,,2627,1,1,1,1,2,5,1,4,4,5,4,2,4,2,3,0,satisfied
46534,Male,Loyal Customer,71,Business travel,Eco,73,,1,5,1,5,,5,,1,4,5,1,2,5,0,,satisfied
39583,Female,disloyal Customer,25,Business travel,Eco,965,,3,3,4,4,,4,4,2,4,4,4,3,4,0,,dissatisfied
122959,Female,Loyal Customer,38,,Business,600,2,2,2,2,4,,4,,2,2,2,5,2,4,0,,satisfied
954,Female,Loyal Customer,56,Business travel,Business,2618,,4,4,4,2,3,3,3,3,3,2,1,3,2,0,,neutral
51846,Female,Loyal Customer,48,Personal Travel,,425,3,0,3,3,2,3,4,3,3,3,4,5,3,4,0,0,neutral
17676,Female,Loyal Customer,28,,Eco,282,,5,2,5,2,,2,2,3,4,5,5,4,2,0,0,dissatisfied
61058,Male,Loyal Customer,49,Business travel,Business,1546,2,2,2,2,2,4,4,4,4,4,4,3,4,4,,1,satisfied
102613,Female,Loyal Customer,51,Business travel,Business,1858,3,3,4,3,2,5,5,4,4,4,4,4,4,5,35,11,satisfied
1950,Female,Loyal Customer,47,Business travel,,190,,4,4,4,1,4,3,4,4,3,4,1,4,1,0,0,neutral
90176,Female,Loyal Customer,43,Personal Travel,Eco,1084,3,5,3,3,3,,4,,2,3,1,5,2,5,0,,dissatisfied
71957,Male,Loyal Customer,49,Business travel,,1440,1,1,1,1,4,5,4,,4,4,4,4,4,5,0,0,satisfied
74458,Female,disloyal Customer,50,Business travel,Business,1464,3,3,3,5,4,3,4,4,4,3,5,4,5,4,0,,neutral
61803,Male,Loyal Customer,54,Personal Travel,Eco,1379,1,4,1,2,1,1,1,,4,5,4,5,5,1,11,,neutral
63713,Female,Loyal Customer,46,Business travel,,1660,3,3,3,3,2,5,5,,2,2,2,4,2,5,0,,satisfied
80756,Female,Loyal Customer,54,,Business,2279,4,4,4,4,5,4,5,4,4,5,4,3,4,4,,,satisfied
107954,Male,Loyal Customer,36,,Business,2418,5,4,4,4,3,2,3,5,5,4,5,3,5,2,22,,neutral
1860,Male,Loyal Customer,39,Business travel,,2609,5,5,3,5,5,4,5,4,4,4,4,5,4,4,44,42,satisfied
45595,Female,Loyal Customer,37,Business travel,,230,,2,3,2,1,2,2,3,3,3,3,3,3,3,14,,neutral
63638,Female,Loyal Customer,38,Business travel,Business,2542,2,1,3,1,5,3,4,2,2,2,2,3,2,2,17,13,dissatisfied
108922,Female,Loyal Customer,57,Personal Travel,,1243,,5,2,2,2,,4,,1,2,1,5,1,3,29,22,neutral
109290,Male,Loyal Customer,52,Business travel,Business,3017,4,4,4,4,3,5,4,4,4,4,4,5,4,5,46,,satisfied
49318,Female,Loyal Customer,42,,,3663,,2,2,2,5,4,1,,5,5,5,4,5,3,0,,satisfied
105807,Female,Loyal Customer,22,Personal Travel,Eco,919,,4,2,3,4,,3,,2,4,4,1,3,4,0,0,dissatisfied
66543,Male,Loyal Customer,42,Business travel,Business,3478,0,1,1,2,5,4,4,5,5,5,5,3,5,3,55,56,satisfied
89081,Male,Loyal Customer,44,,Business,1947,3,3,3,3,5,3,4,5,5,5,5,5,5,3,0,,satisfied
60936,Female,Loyal Customer,39,,Business,3518,1,1,1,1,4,5,4,,4,5,4,5,4,5,31,26,satisfied
44043,Male,Loyal Customer,77,Business travel,,237,3,3,3,3,5,3,4,,3,2,3,3,3,2,0,2,neutral
77612,Female,Loyal Customer,43,,Business,731,2,2,2,2,3,5,4,4,4,4,4,3,4,5,0,,satisfied
105436,Female,Loyal Customer,65,Personal Travel,Eco Plus,452,3,4,3,2,5,5,4,5,5,3,5,3,5,4,,22,neutral
98511,Male,Loyal Customer,42,Business travel,,3669,4,4,4,4,4,5,4,4,4,4,4,4,4,3,,,satisfied
35181,Male,disloyal Customer,17,Business travel,,950,,4,4,1,4,,5,4,1,1,1,4,4,4,0,,satisfied
26199,Female,Loyal Customer,30,Business travel,Business,3500,1,1,1,1,1,,1,,4,1,4,1,3,1,18,,neutral
124432,Female,Loyal Customer,29,Personal Travel,,1262,,5,2,3,4,2,4,4,3,3,4,4,4,4,,34,neutral
98374,Male,Loyal Customer,31,Personal Travel,Eco,1046,,5,3,1,2,,2,2,3,2,4,4,5,2,,0,neutral
104483,Female,Loyal Customer,50,,,860,2,5,5,5,5,,3,2,2,2,2,2,2,4,,,neutral
118383,Male,Loyal Customer,47,,Business,1759,,4,3,4,4,4,4,5,5,5,5,4,5,3,,,satisfied
103347,Male,Loyal Customer,46,Business travel,Business,1371,3,3,3,3,2,,5,,3,4,3,3,3,5,0,0,satisfied
105287,Female,Loyal Customer,59,Business travel,,2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,,1,satisfied
23964,Male,Loyal Customer,51,Business travel,Business,2623,,5,3,5,4,3,3,2,2,1,2,4,2,2,32,,neutral
18059,Male,Loyal Customer,40,,,488,,4,4,4,2,2,2,,3,3,3,4,3,2,0,,neutral
20410,Male,Loyal Customer,55,Business travel,,196,4,2,2,2,4,4,4,4,3,1,1,5,3,4,14,,satisfied
108418,Male,disloyal Customer,27,,Business,1444,4,4,4,4,5,,5,5,4,5,4,3,4,5,7,,neutral
125408,Male,Loyal Customer,23,,Eco Plus,1440,2,5,5,5,2,3,1,2,1,4,3,4,3,2,0,,neutral
15756,Female,Loyal Customer,30,,Eco,431,4,4,4,5,4,4,1,4,1,1,2,3,4,4,38,,neutral
113862,Male,Loyal Customer,43,Business travel,Business,963,,4,4,4,3,5,4,4,4,4,4,4,4,1,2,,satisfied
53406,Male,Loyal Customer,52,Personal Travel,Business,2253,3,5,3,5,3,,2,,2,3,5,2,5,2,0,37,neutral
126605,Female,disloyal Customer,25,Business travel,,1337,,0,4,1,4,4,4,4,4,5,4,4,5,4,11,3,satisfied
48511,Female,Loyal Customer,50,Business travel,Eco,819,,3,3,3,1,,4,,5,5,5,3,5,1,2,0,satisfied
1782,Female,Loyal Customer,53,Business travel,,408,1,1,1,1,5,5,5,,5,5,5,3,5,4,0,0,satisfied
4547,Male,Loyal Customer,52,Personal Travel,,719,3,1,3,2,2,3,2,2,4,2,2,3,3,2,0,,neutral
93881,Female,Loyal Customer,41,Business travel,Business,2741,2,2,2,2,2,4,5,5,5,5,5,3,5,4,2,0,satisfied
39077,Male,Loyal Customer,26,Personal Travel,Eco,1174,5,5,5,5,2,,2,,3,5,5,5,5,2,0,0,satisfied
37862,Female,Loyal Customer,39,Business travel,Business,1768,1,0,0,4,4,3,3,4,4,0,2,1,4,4,,,neutral
7119,Female,disloyal Customer,24,Business travel,Eco,177,3,2,3,4,3,,3,3,1,1,4,4,4,3,0,,neutral
61474,Female,Loyal Customer,51,Business travel,,2358,,5,5,5,3,,3,3,1,2,3,3,2,3,282,255,neutral
58211,Female,Loyal Customer,31,Personal Travel,Eco,925,1,5,1,3,5,1,5,5,3,4,5,3,4,5,44,,neutral
105801,Female,Loyal Customer,9,Personal Travel,,787,1,4,1,1,4,1,4,,3,3,5,5,5,4,14,,neutral
126802,Female,disloyal Customer,42,Business travel,Business,947,5,0,0,2,1,5,1,1,4,4,5,3,5,1,0,1,satisfied
122810,Female,Loyal Customer,53,Personal Travel,Eco,599,4,5,4,2,2,,4,4,4,4,1,5,4,2,,,neutral
101009,Male,Loyal Customer,36,Business travel,,564,3,1,1,1,3,3,3,,3,5,2,3,2,3,,13,neutral
3030,Female,Loyal Customer,15,Personal Travel,,922,2,2,1,2,5,1,5,5,2,1,2,1,3,5,,7,neutral
104022,Female,disloyal Customer,48,Business travel,Business,1262,,2,2,4,3,2,3,,3,3,4,4,5,3,7,,neutral
48542,Male,disloyal Customer,55,,Eco,337,,1,4,1,5,,5,,3,4,1,4,2,5,0,,dissatisfied
12885,Male,disloyal Customer,22,Business travel,Eco,563,1,3,2,2,3,,3,,1,5,2,4,5,3,0,,neutral
3095,Male,Loyal Customer,51,Personal Travel,Eco,678,2,4,2,1,4,2,1,4,3,5,5,3,4,4,19,,neutral
28760,Male,Loyal Customer,25,Personal Travel,Eco,1024,,4,2,1,1,,1,,3,3,5,5,5,1,,0,neutral
18071,Male,Loyal Customer,64,Personal Travel,Eco,488,5,0,5,4,4,5,4,4,3,2,4,3,3,4,0,,satisfied
64062,Male,Loyal Customer,60,Business travel,Eco,919,2,3,2,3,2,2,2,2,3,4,4,1,3,2,,0,neutral
25207,Male,disloyal Customer,14,Business travel,,787,,3,3,4,2,3,2,2,3,1,3,3,3,2,106,107,neutral
49007,Female,Loyal Customer,47,Business travel,Business,3114,5,5,5,5,4,3,1,,5,5,5,4,5,4,0,0,satisfied
108437,Female,disloyal Customer,13,Business travel,,860,2,2,2,4,5,2,5,5,3,1,3,2,3,5,,,neutral
71009,Male,Loyal Customer,42,Business travel,Eco,802,2,3,3,3,2,2,2,2,4,4,4,1,3,2,0,0,neutral
45818,Male,Loyal Customer,41,,Eco,411,4,5,4,3,1,,1,,5,4,5,5,5,1,0,,neutral
84277,Male,Loyal Customer,52,Business travel,,2463,,2,2,2,2,4,4,3,3,2,3,3,3,1,33,,neutral
91358,Male,Loyal Customer,25,Personal Travel,,250,,5,3,5,3,,3,3,3,5,4,5,4,3,0,0,neutral
55740,Female,Loyal Customer,60,,Eco,2161,2,2,2,3,2,3,4,,2,2,2,4,2,2,0,,neutral
89775,Female,Loyal Customer,54,,Eco,1080,1,3,1,3,4,1,4,4,4,1,4,1,4,5,0,1,neutral
18113,Female,Loyal Customer,72,Business travel,,629,,2,2,2,3,,4,,5,5,5,5,5,1,0,0,satisfied
70430,Male,Loyal Customer,50,Business travel,,187,,2,2,2,2,,5,4,4,4,4,3,4,4,,,satisfied
120154,Female,disloyal Customer,17,Business travel,Eco,1091,,5,5,2,5,3,3,5,2,5,4,3,3,3,0,7,satisfied
21889,Female,disloyal Customer,27,Business travel,Eco,551,3,5,3,2,2,,2,,3,4,3,4,2,2,,,neutral
128135,Male,disloyal Customer,25,Business travel,Eco,1026,3,3,3,4,3,3,3,3,5,4,4,3,4,3,0,0,neutral
105613,Male,disloyal Customer,36,,Business,787,2,2,2,5,2,2,2,2,3,3,5,3,5,2,0,,neutral
95962,Male,Loyal Customer,44,Business travel,,1841,5,5,5,5,4,4,5,4,4,4,4,5,4,4,0,,satisfied
84216,Male,Loyal Customer,57,Business travel,Eco,432,4,3,3,3,4,4,4,4,2,2,4,2,4,4,9,,neutral
84491,Male,Loyal Customer,33,Personal Travel,Eco,2994,,4,3,3,4,3,5,4,2,2,4,4,3,4,0,,neutral
90351,Female,disloyal Customer,39,Business travel,,404,1,1,1,3,2,,4,2,4,3,4,3,4,2,0,,neutral
43850,Male,Loyal Customer,30,Business travel,Business,3491,3,3,3,3,4,,4,4,4,1,2,2,3,4,0,,satisfied
103194,Male,Loyal Customer,50,Business travel,Business,1890,,4,4,4,4,4,3,2,2,2,2,4,2,3,7,,neutral
105266,Female,Loyal Customer,46,Personal Travel,,2106,2,3,2,3,3,4,3,4,4,2,4,1,4,1,0,,neutral
93981,Male,Loyal Customer,34,Business travel,Business,3694,3,3,3,3,2,,5,4,4,4,4,4,4,3,,,satisfied
118276,Male,disloyal Customer,26,Business travel,Business,639,4,4,4,5,2,4,2,,4,4,5,3,4,2,26,,neutral
11808,Male,Loyal Customer,21,Personal Travel,Eco Plus,429,,3,2,3,2,,2,2,2,1,1,3,4,2,,11,neutral
70378,Female,Loyal Customer,60,Business travel,Business,1562,2,4,4,4,4,4,4,2,2,2,2,2,2,4,0,,neutral
95488,Female,Loyal Customer,47,Business travel,Eco Plus,323,2,1,1,1,5,4,3,,3,2,3,3,3,1,,,neutral
22170,Male,disloyal Customer,22,,,773,4,4,4,4,3,,3,,1,3,3,2,3,3,14,,neutral
46040,Female,Loyal Customer,66,,,991,,1,4,1,4,,3,,2,2,2,1,2,4,0,7,dissatisfied
20659,Male,disloyal Customer,25,Business travel,,552,3,0,2,4,1,2,1,1,1,1,4,2,3,1,7,9,neutral
58398,Female,disloyal Customer,15,Business travel,Business,733,,4,4,2,3,4,3,3,4,5,4,4,5,3,0,,satisfied
5866,Male,Loyal Customer,33,,,1822,2,2,2,2,5,4,5,5,4,3,4,5,5,5,0,,satisfied
11783,Female,Loyal Customer,61,Personal Travel,Eco,395,2,4,2,1,1,5,2,1,1,2,1,2,1,3,80,,neutral
106281,Male,Loyal Customer,50,,Business,689,3,3,3,3,5,2,2,3,3,3,3,3,3,4,25,,neutral
7376,Male,Loyal Customer,28,,Business,1791,2,2,2,2,4,4,4,,3,4,4,4,5,4,,,satisfied
83339,Male,Loyal Customer,30,Personal Travel,Eco Plus,2105,3,0,3,3,4,,4,4,3,2,5,3,4,4,0,,neutral
102301,Male,Loyal Customer,35,Business travel,,397,,0,0,3,1,3,2,,3,0,3,1,3,2,0,0,neutral
72657,Female,Loyal Customer,30,Personal Travel,Eco,985,1,4,1,3,1,,1,1,5,4,5,4,4,1,0,0,neutral
35326,Male,Loyal Customer,38,Business travel,Eco,1069,4,1,5,1,4,4,4,4,3,1,1,4,5,4,64,,satisfied
32075,Female,Loyal Customer,45,Business travel,Business,101,3,3,3,3,5,,1,,5,5,5,4,5,4,0,,satisfied
51408,Female,Loyal Customer,10,Personal Travel,,363,4,5,3,5,3,3,3,,3,3,4,3,4,3,69,,neutral
103807,Male,Loyal Customer,44,Business travel,Business,1991,2,2,2,2,5,,5,5,5,5,5,5,5,4,,,satisfied
60224,Male,Loyal Customer,42,Business travel,Eco,1506,,2,1,2,1,,1,1,2,1,3,4,3,1,,0,neutral
106053,Male,Loyal Customer,12,,,452,2,4,5,2,3,5,3,,5,5,2,4,3,3,21,24,neutral
33754,Male,Loyal Customer,47,Business travel,Business,3037,,4,4,4,2,,1,3,3,4,3,2,3,3,4,,satisfied
72887,Female,Loyal Customer,41,Business travel,,1035,3,5,3,3,2,4,5,4,4,5,4,3,4,4,0,,satisfied
100579,Female,disloyal Customer,29,Business travel,Eco,486,1,3,1,3,3,1,3,,3,1,2,2,2,3,,,neutral
28115,Female,Loyal Customer,28,Business travel,,2721,3,3,4,3,2,,2,,3,5,1,3,3,2,0,,satisfied
41802,Female,Loyal Customer,37,,Eco,196,2,3,3,3,2,2,2,,4,3,3,2,2,2,0,,neutral
10762,Female,Loyal Customer,60,Business travel,Business,308,,5,5,5,4,4,5,4,4,4,4,3,4,5,0,,satisfied
112917,Male,disloyal Customer,17,Business travel,Business,1164,5,0,5,1,5,5,4,5,5,4,3,1,4,5,0,4,satisfied
30525,Male,Loyal Customer,47,,Eco,464,3,5,5,2,4,,3,4,4,3,4,4,5,4,28,41,neutral
44213,Female,Loyal Customer,16,Personal Travel,Business,224,4,3,4,4,3,4,3,3,1,1,4,3,4,3,0,0,neutral
113615,Female,Loyal Customer,60,,Eco,407,1,4,1,4,2,3,3,2,2,1,5,1,2,4,0,,neutral
102271,Male,Loyal Customer,49,Business travel,Business,1834,1,1,1,1,2,4,5,5,5,5,5,3,5,4,39,37,satisfied
2414,Female,Loyal Customer,50,Personal Travel,Eco,641,2,3,2,3,3,2,3,3,3,2,3,3,3,3,1,,dissatisfied
76310,Male,Loyal Customer,28,Business travel,,2182,3,3,4,3,4,,4,4,4,2,3,5,5,4,12,17,satisfied
60514,Female,Loyal Customer,44,Personal Travel,Eco,862,2,5,2,1,5,4,4,5,5,2,5,4,5,5,13,11,neutral
69006,Female,disloyal Customer,37,Business travel,Business,1389,,3,3,3,5,3,5,5,4,1,3,4,3,5,0,,neutral
39969,Male,Loyal Customer,51,Business travel,Eco,1404,,1,1,1,3,3,3,3,4,3,4,5,2,3,0,,satisfied
127815,Female,disloyal Customer,8,Business travel,Eco,1262,3,3,3,1,1,3,1,1,4,5,5,3,4,1,0,,neutral
60380,Male,disloyal Customer,31,Business travel,Eco,782,4,4,4,4,4,,3,,4,2,3,3,3,4,,0,neutral
11763,Female,Loyal Customer,31,Business travel,Eco,429,,0,0,3,2,3,2,2,3,4,4,1,3,2,5,0,satisfied
43658,Male,Loyal Customer,59,Business travel,,695,,4,4,4,5,,5,,3,4,3,3,3,5,0,,satisfied
4405,Female,Loyal Customer,33,Personal Travel,Eco Plus,618,1,4,2,3,2,,2,5,2,4,4,2,4,2,355,342,neutral
89479,Female,Loyal Customer,14,Personal Travel,,1931,,5,5,2,4,5,1,4,5,3,5,4,5,4,1,,satisfied
29409,Female,Loyal Customer,65,Personal Travel,Eco,2614,4,2,4,3,4,,2,3,2,3,3,2,1,2,0,,satisfied
43801,Female,Loyal Customer,16,Personal Travel,,913,,2,1,4,1,1,1,1,1,1,3,4,4,1,0,,neutral
73568,Male,Loyal Customer,54,Business travel,Business,2312,,5,5,5,3,,3,,2,3,4,1,2,4,0,0,neutral
284,Female,disloyal Customer,17,Business travel,Eco,802,4,4,4,5,4,4,4,,4,5,5,4,5,4,0,,satisfied
43635,Female,disloyal Customer,28,Business travel,Business,1034,,3,3,2,1,,1,,5,2,4,4,5,1,30,43,neutral
65720,Male,Loyal Customer,36,,Business,3645,1,0,0,2,1,,2,5,5,0,5,2,5,4,0,,neutral
42020,Female,Loyal Customer,52,,Eco,116,,4,4,4,4,,2,5,5,5,5,2,5,5,0,,satisfied
23254,Male,Loyal Customer,58,Business travel,Business,1847,,3,3,3,1,,3,1,1,1,1,1,1,1,0,,neutral
98214,Female,Loyal Customer,50,Business travel,Business,3135,2,2,2,2,4,,4,5,5,5,5,3,5,4,0,,satisfied
112698,Male,Loyal Customer,49,Business travel,,3642,,3,4,3,4,3,2,4,4,4,4,2,4,3,0,0,neutral
128147,Female,Loyal Customer,53,,Business,1849,3,3,3,3,2,,4,,3,4,3,4,3,4,0,6,satisfied
1468,Male,Loyal Customer,34,Personal Travel,,772,,3,1,4,1,,1,,2,5,5,1,4,1,10,,neutral
129187,Male,Loyal Customer,41,Business travel,Business,2419,5,5,5,5,4,,4,5,5,5,5,5,5,4,0,,satisfied
85462,Female,disloyal Customer,38,Business travel,Eco,214,3,4,3,3,4,3,4,4,3,5,4,1,4,4,0,,neutral
56324,Male,disloyal Customer,30,Business travel,Business,200,,3,3,4,2,3,2,2,5,3,4,3,5,2,0,0,neutral
13496,Male,Loyal Customer,42,Business travel,,227,,2,2,2,3,5,4,5,5,5,5,5,5,5,0,,satisfied
107932,Female,Loyal Customer,55,Business travel,Eco,611,,1,4,4,3,,4,4,4,4,4,2,4,4,0,0,neutral
1734,Male,Loyal Customer,38,Personal Travel,Eco,489,5,2,2,4,4,2,4,4,2,4,3,3,3,4,0,,satisfied
124208,Male,Loyal Customer,57,Business travel,Eco,676,2,1,1,1,2,2,2,2,3,5,3,3,3,2,0,0,dissatisfied
81558,Female,disloyal Customer,17,Business travel,Eco,936,,2,2,3,2,2,2,2,2,5,3,1,4,2,0,0,neutral
62720,Female,Loyal Customer,25,Business travel,Business,2486,3,3,2,3,5,5,5,3,5,5,4,5,5,5,0,,satisfied
17229,Male,disloyal Customer,39,Business travel,Eco,872,1,0,0,1,2,,2,2,3,5,3,5,5,2,18,36,neutral
112148,Female,Loyal Customer,52,,Eco,895,,4,4,4,5,,3,4,4,4,4,3,4,3,0,,neutral
128511,Male,Loyal Customer,14,Personal Travel,,647,4,4,4,3,1,4,1,1,1,1,3,3,4,1,4,,satisfied
78496,Female,Loyal Customer,56,Business travel,Business,2076,,4,4,4,2,4,4,4,4,4,4,3,4,3,0,,satisfied
91529,Female,Loyal Customer,24,Business travel,,680,,2,2,2,5,,5,5,3,3,5,5,5,5,0,,satisfied
49226,Female,Loyal Customer,27,Business travel,Eco,89,5,1,2,1,5,5,5,5,1,2,4,1,4,5,0,0,satisfied
11915,Male,Loyal Customer,23,Personal Travel,Eco,501,4,4,5,3,5,,4,5,5,4,5,3,5,5,11,,neutral
104559,Female,Loyal Customer,53,Business travel,Business,2360,3,3,3,3,5,5,5,,3,3,3,3,3,4,8,6,satisfied
99070,Female,Loyal Customer,60,Business travel,Business,181,2,2,2,2,4,,5,5,5,5,4,4,5,4,70,77,satisfied
86473,Female,Loyal Customer,57,Business travel,Eco,312,5,4,1,4,5,2,5,5,5,5,5,1,5,5,0,,satisfied
77677,Male,disloyal Customer,26,Business travel,,689,,1,1,3,5,,5,5,5,5,5,3,4,5,0,,neutral
31415,Male,Loyal Customer,39,,Eco,1703,5,2,2,2,5,5,5,5,3,1,5,3,3,5,0,,satisfied
9578,Male,disloyal Customer,57,Business travel,,229,,1,1,1,3,1,3,3,5,3,4,4,5,3,0,,neutral
10707,Female,Loyal Customer,43,Business travel,,309,1,2,2,2,2,,4,,1,1,1,2,1,3,0,3,neutral
48938,Female,Loyal Customer,47,Business travel,Business,2849,5,5,5,5,1,,2,4,4,5,4,2,4,4,55,,satisfied
96692,Female,Loyal Customer,53,Business travel,Business,2388,2,2,2,2,3,,4,,4,4,4,3,4,5,,,satisfied
